row_index,split,accession_id
209,train,ZS0027816124
216,train,ZS0027917568
217,train,ZS0027917568
218,train,ZS0027917568
220,train,ZS0027935108
221,train,ZS0027936616
222,train,ZS0027954347
223,train,ZS0027954347
224,train,ZS0027954347
228,train,ZS0027980428
229,train,ZS0027980428
230,train,ZS0027980428
233,train,ZS0028011871
234,train,ZS0028015624
235,train,ZS0028036619
236,train,ZS0028036619
239,train,ZS0028044358
240,train,ZS0028044358
241,train,ZS0028060533
242,train,ZS0028070033
243,train,ZS0028074843
244,train,ZS0028081443
245,train,ZS0028117389
246,train,ZS0028117389
248,train,ZS0028132476
249,train,ZS0028141710
250,train,ZS0028167715
251,train,ZS0028184129
252,train,ZS0028188056
253,train,ZS0028201334
254,train,ZS0028222982
255,train,ZS0028223364
256,train,ZS0028223364
257,train,ZS0028223364
259,train,ZS0028249632
260,train,ZS0028249632
261,train,ZS0028249632
262,train,ZS0028252541
263,train,ZS0028319565
264,train,ZS0028319565
265,train,ZS0028324207
266,train,ZS0028324207
267,train,ZS0028324207
268,train,ZS0028343690
269,train,ZS0028343690
270,train,ZS0028343690
271,train,ZS0028410679
272,train,ZS0028410679
273,train,ZS0028425456
277,train,ZS0028454989
278,train,ZS0028454989
279,train,ZS0028462142
283,train,ZS0028508202
287,train,ZS0028594873
288,train,ZS0028594873
289,train,ZS0028602706
293,train,ZS0028667651
294,train,ZS0028667651
295,train,ZS0028676499
296,train,ZS0028714622
297,train,ZS0028714622
298,train,ZS0028723405
299,train,ZS0028739814
300,train,ZS0028747121
301,train,ZS0028747121
302,train,ZS0028750956
303,train,ZS0028750956
304,train,ZS0028762845
307,train,ZS0028780279
308,train,ZS0028780279
309,train,ZS0028780279
310,train,ZS0028797358
311,train,ZS0028798977
312,train,ZS0028805498
313,train,ZS0028805683
314,train,ZS0028809067
317,train,ZS0028891117
318,train,ZS0028893735
319,train,ZS0028893735
320,train,ZS0028917116
321,train,ZS0028917116
323,train,ZS0028954738
324,train,ZS0028954738
328,train,ZS0028972194
329,train,ZS0028972194
330,train,ZS0028972194
331,train,ZS0028972769
332,train,ZS0028972769
333,train,ZS0028972769
334,train,ZS0028972769
335,train,ZS0029034279
336,train,ZS0029038138
337,train,ZS0029038138
338,train,ZS0029038138
339,train,ZS0029038138
340,train,ZS0029040398
341,train,ZS0029040398
342,train,ZS0029040398
346,train,ZS0029073829
347,train,ZS0029099094
348,train,ZS0029104007
354,train,ZS0029207384
355,train,ZS0029207384
356,train,ZS0029208955
357,train,ZS0029208955
360,train,ZS0029230201
361,train,ZS0029251925
362,train,ZS0029251925
363,train,ZS0029283591
368,train,ZS0029332830
371,train,ZS0029409908
372,train,ZS0029444273
373,train,ZS0029444273
374,train,ZS0029444273
375,train,ZS0029444273
376,train,ZS0029449240
377,train,ZS0029449240
378,train,ZS0029487001
379,train,ZS0029487001
381,train,ZS0029487833
382,train,ZS0029487833
383,train,ZS0029503198
384,train,ZS0029503198
385,train,ZS0029531821
386,train,ZS0029531821
387,train,ZS0029557782
389,train,ZS0029652220
392,train,ZS0029658167
393,train,ZS0029676013
394,train,ZS0029676013
397,train,ZS0029683499
398,train,ZS0029685626
399,train,ZS0029685626
403,train,ZS0029748996
404,train,ZS0029807530
405,train,ZS0029807530
406,train,ZS0029807530
410,train,ZS0029918802
411,train,ZS0029918802
420,train,ZS0029984435
421,train,ZS0029984435
422,train,ZS0029989547
423,train,ZS0029989921
424,train,ZS0029989921
425,train,ZS0030051633
426,train,ZS0030097582
428,train,ZS0030127591
429,train,ZS0030133859
430,train,ZS0030133859
431,train,ZS0030133859
432,train,ZS0030134060
443,train,ZS0030640276
444,train,ZS0030761148
445,train,ZS0030761148
448,train,ZS0030973388
449,train,ZS0031001478
450,train,ZS0031001478
451,train,ZS0031031885
453,train,ZS0031126132
456,train,ZS0031175314
457,train,ZS0031175314
458,train,ZS0031175481
459,train,ZS0031175481
462,train,ZS0031296920
465,train,ZS0031387272
466,train,ZS0031387272
467,train,ZS0031401148
468,train,ZS0031414748
469,train,ZS0031414748
470,train,ZS0031414748
471,train,ZS0031414948
472,train,ZS0031414948
474,train,ZS0031468504
475,train,ZS0031496134
476,train,ZS0031525621
477,train,ZS0031525621
481,train,ZS0031551560
482,train,ZS0031575449
483,train,ZS0031575449
491,train,ZS0031671090
492,train,ZS0031671090
493,train,ZS0031682789
494,train,ZS0031715793
495,train,ZS0031739494
496,train,ZS0031739494
502,train,ZS0031800080
503,train,ZS0031800080
507,train,ZS0031807219
508,train,ZS0031807219
509,train,ZS0031823202
510,train,ZS0031858978
513,train,ZS0031883947
514,train,ZS0031891825
515,train,ZS0031891825
518,train,ZS0031905996
526,train,ZS0031978574
527,train,ZS0031978574
528,train,ZS0032025218
529,train,ZS0032025218
530,train,ZS0032025218
531,train,ZS0032025218
535,train,ZS0032032996
536,train,ZS0032032996
537,train,ZS0032038629
538,train,ZS0032040253
541,train,ZS0032074566
542,train,ZS0032074566
543,train,ZS0032074959
544,train,ZS0032079540
545,train,ZS0032079982
546,train,ZS0032087231
550,train,ZS0032122173
551,train,ZS0032135271
552,train,ZS0032135271
553,train,ZS0032153059
554,train,ZS0032153059
557,train,ZS0032173854
558,train,ZS0032176687
559,train,ZS0032176687
562,train,ZS0032185326
563,train,ZS0032185326
566,train,ZS0032302395
567,train,ZS0032310713
568,train,ZS0032322189
569,train,ZS0032323216
570,train,ZS0032323216
571,train,ZS0032341049
573,train,ZS0032410914
574,train,ZS0032422946
578,train,ZS0032463191
579,train,ZS0032463191
580,train,ZS0032463191
581,train,ZS0032473745
582,train,ZS0032473745
583,train,ZS0032473745
586,train,ZS0032516701
587,train,ZS0032516701
591,train,ZS0032537561
592,train,ZS0032537561
598,train,ZS0032553971
601,train,ZS0032598679
602,train,ZS0032609465
603,train,ZS0032622136
604,train,ZS0032622136
606,train,ZS0032664850
607,train,ZS0032664850
608,train,ZS0032724545
610,train,ZS0032809491
616,train,ZS0032841537
617,train,ZS0032853193
618,train,ZS0032878270
619,train,ZS0032878270
620,train,ZS0032878270
624,train,ZS0032905498
628,train,ZS0032929445
629,train,ZS0032929445
630,train,ZS0032955185
631,train,ZS0032955185
633,train,ZS0033017689
634,train,ZS0033017689
635,train,ZS0033025281
636,train,ZS0033025281
640,train,ZS0033066015
643,train,ZS0033083736
647,train,ZS0033136327
648,train,ZS0033136327
649,train,ZS0033136327
650,train,ZS0033139384
651,train,ZS0033139384
652,train,ZS0033143873
653,train,ZS0033158644
654,train,ZS0033193489
655,train,ZS0033195155
656,train,ZS0033195155
657,train,ZS0033195155
658,train,ZS0033195155
660,train,ZS0033236954
661,train,ZS0033236954
665,train,ZS0033267662
666,train,ZS0033287779
667,train,ZS0033287779
668,train,ZS0033299643
669,train,ZS0033299643
670,train,ZS0033299643
671,train,ZS0033352314
673,train,ZS0033373722
674,train,ZS0033373722
675,train,ZS0033430824
676,train,ZS0033430824
677,train,ZS0033457883
678,train,ZS0033457883
679,train,ZS0033486867
683,train,ZS0033492435
684,train,ZS0033492435
685,train,ZS0033492435
689,train,ZS0033526201
693,train,ZS0033538930
694,train,ZS0033538930
695,train,ZS0033548305
696,train,ZS0033548305
697,train,ZS0033548305
698,train,ZS0033549481
699,train,ZS0033549481
708,train,ZS0033626031
709,train,ZS0033626031
712,train,ZS0033638211
713,train,ZS0033669200
714,train,ZS0033696794
720,train,ZS0033740141
722,train,ZS0033762181
725,train,ZS0033794257
726,train,ZS0033805265
728,train,ZS0033817673
729,train,ZS0033819754
730,train,ZS0033819754
731,train,ZS0033820410
732,train,ZS0033824801
733,train,ZS0033824801
734,train,ZS0033824801
739,train,ZS0033868356
740,train,ZS0033868356
743,train,ZS0033875389
744,train,ZS0033875389
745,train,ZS0033875389
746,train,ZS0033875389
749,train,ZS0033899471
750,train,ZS0033899471
751,train,ZS0033899471
752,train,ZS0033903311
756,train,ZS0033938392
757,train,ZS0033939131
758,train,ZS0033939131
759,train,ZS0033945250
760,train,ZS0033945250
761,train,ZS0034007009
762,train,ZS0034007009
763,train,ZS0034007009
764,train,ZS0034011018
765,train,ZS0034015683
766,train,ZS0034021634
767,train,ZS0034021634
768,train,ZS0034022687
771,train,ZS0034081433
772,train,ZS0034081433
773,train,ZS0034081681
774,train,ZS0034081681
775,train,ZS0034081681
776,train,ZS0034084519
777,train,ZS0034084519
778,train,ZS0034103742
779,train,ZS0034103742
780,train,ZS0034103742
781,train,ZS0034103742
782,train,ZS0034140992
783,train,ZS0034140992
786,train,ZS0034154587
787,train,ZS0034165809
788,train,ZS0034165809
789,train,ZS0034165809
790,train,ZS0034168747
795,train,ZS0034286559
796,train,ZS0034286559
797,train,ZS0034293347
798,train,ZS0034293347
799,train,ZS0034304654
800,train,ZS0034316542
801,train,ZS0034316542
802,train,ZS0034357996
803,train,ZS0034365454
804,train,ZS0034365454
805,train,ZS0034369087
806,train,ZS0034370666
807,train,ZS0034370666
808,train,ZS0034382086
810,train,ZS0034398121
811,train,ZS0034398121
812,train,ZS0034408233
813,train,ZS0034408233
814,train,ZS0034409427
815,train,ZS0034409427
816,train,ZS0034438708
817,train,ZS0034438708
818,train,ZS0034446419
819,train,ZS0034446419
820,train,ZS0034446419
821,train,ZS0034448590
822,train,ZS0034448590
823,train,ZS0034448590
828,train,ZS0034493821
832,train,ZS0034556286
833,train,ZS0034556286
834,train,ZS0034556286
835,train,ZS0034556286
836,train,ZS0034600230
837,train,ZS0034600230
838,train,ZS0034609900
842,train,ZS0034684627
843,train,ZS0034684627
847,train,ZS0034835632
848,train,ZS0034839906
851,train,ZS0034876962
852,train,ZS0034876962
853,train,ZS0034938558
854,train,ZS0034938558
855,train,ZS0034946868
856,train,ZS0034958767
857,train,ZS0034958767
858,train,ZS0034960686
859,train,ZS0034960686
860,train,ZS0035001862
861,train,ZS0035010886
862,train,ZS0035010886
864,train,ZS0035067422
865,train,ZS0035073994
866,train,ZS0035074303
867,train,ZS0035074303
868,train,ZS0035076929
869,train,ZS0035081823
870,train,ZS0035081823
871,train,ZS0035086453
872,train,ZS0035086453
873,train,ZS0035087851
874,train,ZS0035087851
878,train,ZS0035119765
879,train,ZS0035119765
880,train,ZS0035149633
881,train,ZS0035156414
882,train,ZS0035157012
883,train,ZS0035162733
884,train,ZS0035172231
887,train,ZS0035208067
888,train,ZS0035210329
889,train,ZS0035210329
899,train,ZS0035246735
903,train,ZS0035264488
904,train,ZS0035296399
905,train,ZS0035296399
907,train,ZS0035323433
908,train,ZS0035348315
911,train,ZS0035360202
912,train,ZS0035360202
913,train,ZS0035360202
914,train,ZS0035387608
915,train,ZS0035387608
916,train,ZS0035611033
917,train,ZS0035611033
918,train,ZS0035611033
919,train,ZS0035611033
922,train,ZS0035641203
923,train,ZS0035641203
924,train,ZS0035644069
925,train,ZS0035644999
926,train,ZS0035677500
927,train,ZS0035711960
928,train,ZS0035711960
929,train,ZS0035713164
930,train,ZS0035713164
931,train,ZS0035713164
932,train,ZS0035743118
933,train,ZS0035746707
934,train,ZS0035746707
939,train,ZS0035803450
940,train,ZS0035822940
945,train,ZS0035856688_1
946,train,ZS0035856688_1
947,train,ZS0035858726
948,train,ZS0035858726
949,train,ZS0035867360
950,train,ZS0035867360
953,train,ZS0035919786
954,train,ZS0035919786
957,train,ZS0035925797
958,train,ZS0035925797
959,train,ZS0035925797
960,train,ZS0035930344
961,train,ZS0035930344
964,train,ZS0035954477
965,train,ZS0035954477
966,train,ZS0035968463
967,train,ZS0035968675
972,train,ZS0036007971
974,train,ZS0036032382
975,train,ZS0036032382
976,train,ZS0036079483
977,train,ZS0036079483
978,train,ZS0036079483
979,train,ZS0036079483
980,train,ZS0036086579
981,train,ZS0036086579
984,train,ZS0036096317
985,train,ZS0036110186
986,train,ZS0036110186
988,train,ZS0036129997
989,train,ZS0036151417
993,train,ZS0036255788
994,train,ZS0036258860
995,train,ZS0036266370
997,train,ZS0036270119
998,train,ZS0036270119
999,train,ZS0036280309
1000,train,ZS0036281986
1001,train,ZS0036283050
1002,train,ZS0036283050
1009,train,ZS0036416045
1010,train,ZS0036416077
1011,train,ZS0036436413
1012,train,ZS0036439117
1013,train,ZS0036446088
1014,train,ZS0036455311
1015,train,ZS0036547114
1018,train,ZS0036627516
1019,train,ZS0036627516
1022,train,ZS0036682916
1023,train,ZS0036697620
1024,train,ZS0036705824
1025,train,ZS0036705824
1026,train,ZS0036709839
1027,train,ZS0036709839
1031,train,ZS0036751827
1032,train,ZS0036751827
1033,train,ZS0036753552
1034,train,ZS0036779597_1
1036,train,ZS0036797086
1037,train,ZS0036797086
1044,train,ZS0036827924
1045,train,ZS0036827924
1048,train,ZS0036852110
1050,train,ZS0036859677
1051,train,ZS0036859677
1052,train,ZS0036859677
1053,train,ZS0036879695
1054,train,ZS0036894384
1055,train,ZS0036894384
1056,train,ZS0036894384
1059,train,ZS0036924092
1060,train,ZS0036924092
1061,train,ZS0036932438
1062,train,ZS0036932438
1063,train,ZS0036958164
1068,train,ZS0036998489
1069,train,ZS0037018973
1073,train,ZS0037022196
1074,train,ZS0037022196
1075,train,ZS0037060966
1076,train,ZS0037060966
1077,train,ZS0037071349
1078,train,ZS0037071349
1079,train,ZS0037076892
1080,train,ZS0037076892
1081,train,ZS0037076892
1087,train,ZS0037089385
1088,train,ZS0037089385
1089,train,ZS0037097043
1090,train,ZS0037098874
1092,train,ZS0037103330
1094,train,ZS0037154301
1095,train,ZS0037154301
1096,train,ZS0037169101
1097,train,ZS0037185516
1098,train,ZS0037193554
1099,train,ZS0037193554
1101,train,ZS0037206145
1102,train,ZS0037206145
1103,train,ZS0037206145
1104,train,ZS0037208086
1105,train,ZS0037208086
1106,train,ZS0037209294
1107,train,ZS0037209294
1108,train,ZS0037210848
1109,train,ZS0037222578
1110,train,ZS0037222578
1114,train,ZS0037264863
1117,train,ZS0037286163
1118,train,ZS0037286163
1119,train,ZS0037311161
1120,train,ZS0037319327
1121,train,ZS0037319327
1122,train,ZS0037334473
1127,train,ZS0037371359
1128,train,ZS0037384616
1129,train,ZS0037384616
1132,train,ZS0037455718
1133,train,ZS0037500434
1134,train,ZS0037500434
1136,train,ZS0037511556
1137,train,ZS0037555528
1138,train,ZS0037555528
1139,train,ZS0037555528
1140,train,ZS0037555528
1141,train,ZS0037555945
1142,train,ZS0037555945
1143,train,ZS0037555945
1144,train,ZS0037557746
1145,train,ZS0037562224
1148,train,ZS0037584444
1149,train,ZS0037611904
1150,train,ZS0037611904
1151,train,ZS0037611904
1152,train,ZS0037650361
1153,train,ZS0037650361
1156,train,ZS0037671221
1158,train,ZS0037711410
1160,train,ZS0037757405
1161,train,ZS0037757405
1165,train,ZS0037820044
1166,train,ZS0037820044
1167,train,ZS0037835299
1168,train,ZS0037838804
1169,train,ZS0037838804
1170,train,ZS0037838804
1171,train,ZS0037838804
1177,train,ZS0037868518
1178,train,ZS0037868518
1179,train,ZS0037869875
1180,train,ZS0037873184
1184,train,ZS0037911232
1185,train,ZS0037911232
1186,train,ZS0037911323
1187,train,ZS0037911323
1188,train,ZS0037911323
1190,train,ZS0037935617
1191,train,ZS0037935617
1192,train,ZS0037965410
1193,train,ZS0037965410
1197,train,ZS0038006298
1198,train,ZS0038006298
1201,train,ZS0038014472
1202,train,ZS0038014472
1203,train,ZS0038014472
1204,train,ZS0038027452
1205,train,ZS0038041515
1206,train,ZS0038041515
1207,train,ZS0038049510
1208,train,ZS0038049510
1209,train,ZS0038066499
1215,train,ZS0038088882_1
1220,train,ZS0038120001
1221,train,ZS0038120001
1222,train,ZS0038147690
1224,train,ZS0038189754
1225,train,ZS0038189754
1226,train,ZS0038189754
1227,train,ZS0038214002
1233,train,ZS0038295864
1234,train,ZS0038295864
1237,train,ZS0038359545
1243,train,ZS0038384016
1244,train,ZS0038430855
1245,train,ZS0038430855
1246,train,ZS0038470656
1247,train,ZS0038470656
1250,train,ZS0038490883
1251,train,ZS0038490883
1252,train,ZS0038499502
1261,train,ZS0038527359
1262,train,ZS0038527359
1263,train,ZS0038544397
1264,train,ZS0038544397
1265,train,ZS0038544397
1266,train,ZS0038597839
1267,train,ZS0038620287
1268,train,ZS0038620287
1269,train,ZS0038620287
1276,train,ZS0038647100
1282,train,ZS0038695123
1283,train,ZS0038695123
1285,train,ZS0038752249
1287,train,ZS0038769412
1288,train,ZS0038786629
1289,train,ZS0038787581
1290,train,ZS0038787581
1291,train,ZS0038792250
1292,train,ZS0038792250
1293,train,ZS0038792250
1294,train,ZS0038802708
1295,train,ZS0038804995
1296,train,ZS0038804995
1297,train,ZS0038812605
1298,train,ZS0038812605
1299,train,ZS0038814291
1300,train,ZS0038814291
1301,train,ZS0038817009
1302,train,ZS0038836448
1303,train,ZS0038836448
1313,train,ZS0038903951
1314,train,ZS0038903951
1315,train,ZS0038903951
1319,train,ZS0038942352
1320,train,ZS0038943189
1321,train,ZS0038943189
1322,train,ZS0038945465
1324,train,ZS0038963464
1325,train,ZS0038977375
1326,train,ZS0038977375
1327,train,ZS0038977375
1330,train,ZS0038984973
1335,train,ZS0039002825
1336,train,ZS0039002825
1337,train,ZS0039002825
1338,train,ZS0039006017
1339,train,ZS0039008816
1340,train,ZS0039008816
1341,train,ZS0039008816
1342,train,ZS0039008816
1344,train,ZS0039040424
1345,train,ZS0039088926
1346,train,ZS0039088926
1347,train,ZS0039088926
1348,train,ZS0039088926
1349,train,ZS0039088926
1350,train,ZS0039093387
1354,train,ZS0039127827
1356,train,ZS0039150443
1357,train,ZS0039152395
1360,train,ZS0039179186
1361,train,ZS0039179186
1362,train,ZS0039179186
1363,train,ZS0039192484
1364,train,ZS0039236871
1365,train,ZS0039257571
1368,train,ZS0039282927
1369,train,ZS0039282927
1370,train,ZS0039282927
1371,train,ZS0039315372
1372,train,ZS0039319014
1373,train,ZS0039324859
1374,train,ZS0039324859
1375,train,ZS0039324859
1382,train,ZS0039390528
1383,train,ZS0039392870
1384,train,ZS0039392870
1385,train,ZS0039403695
1386,train,ZS0039403695
1390,train,ZS0039480231
1394,train,ZS0039511264
1395,train,ZS0039511264
1396,train,ZS0039528097
1397,train,ZS0039528097
1400,train,ZS0039546553
1401,train,ZS0039548600
1402,train,ZS0039548600
1405,train,ZS0039575467
1407,train,ZS0039589282
1408,train,ZS0039589282
1409,train,ZS0039589282
1410,train,ZS0039633287
1411,train,ZS0039633287
1412,train,ZS0039633287
1413,train,ZS0039639835
1414,train,ZS0039654151
1416,train,ZS0039667508
1417,train,ZS0039685781
1418,train,ZS0039687361
1419,train,ZS0039687361
1420,train,ZS0039699190
1421,train,ZS0039699190
1422,train,ZS0039699190
1423,train,ZS0039734179
1425,train,ZS0039773342
1426,train,ZS0039781922
1427,train,ZS0039781922
1430,train,ZS0039807775
1431,train,ZS0039818756
1432,train,ZS0039818756
1437,train,ZS0039832172
1438,train,ZS0039840835
1441,train,ZS0039909544_1
1443,train,ZS0039917064
1444,train,ZS0039917064
1445,train,ZS0039925709
1446,train,ZS0039925709
1447,train,ZS0039929714
1448,train,ZS0039929714
1449,train,ZS0039940533
1450,train,ZS0039940533
1451,train,ZS0039949888
1452,train,ZS0039949888
1455,train,ZS0039961541
1456,train,ZS0039962690
1457,train,ZS0040014731
1458,train,ZS0040014731
1459,train,ZS0040026794
1460,train,ZS0040035515
1461,train,ZS0040035515
1465,train,ZS0040046362_1
1466,train,ZS0040046362_1
1470,train,ZS0040084040
1471,train,ZS0040086825
1474,train,ZS0040101651
1475,train,ZS0040101651
1483,train,ZS0040163143
1484,train,ZS0040178029
1485,train,ZS0040178029
1488,train,ZS0040194693
1489,train,ZS0040200764
1490,train,ZS0040213372
1491,train,ZS0040247006
1492,train,ZS0040252042
1493,train,ZS0040252042
1494,train,ZS0040252042
1497,train,ZS0040278300
1498,train,ZS0040283820
1499,train,ZS0040283820
1500,train,ZS0040311375
1501,train,ZS0040311375
1502,train,ZS0040311375
1504,train,ZS0040333985
1505,train,ZS0040358157
1507,train,ZS0040406499
1508,train,ZS0040411279
1509,train,ZS0040411279
1510,train,ZS0040431184
1511,train,ZS0040431184
1512,train,ZS0040431184
1513,train,ZS0040443076
1514,train,ZS0040447441
1515,train,ZS0040447441
1518,train,ZS0040464186
1519,train,ZS0040464186
1520,train,ZS0040473611
1521,train,ZS0040473611
1524,train,ZS0040498036
1525,train,ZS0040502636
1526,train,ZS0040510677
1528,train,ZS0040530891
1529,train,ZS0040535401
1530,train,ZS0040535502
1531,train,ZS0040539343
1532,train,ZS0040539343
1533,train,ZS0040539343
1534,train,ZS0040539343
1535,train,ZS0040540797
1536,train,ZS0040541354
1537,train,ZS0040545642
1538,train,ZS0040545642
1539,train,ZS0040545642
1540,train,ZS0040559204
1541,train,ZS0040559204
1542,train,ZS0040587277
1543,train,ZS0040592857
1544,train,ZS0040592857
1545,train,ZS0040592857
1547,train,ZS0040602179
1550,train,ZS0040627471
1551,train,ZS0040627471
1552,train,ZS0040627471
1553,train,ZS0040666178
1554,train,ZS0040666178
1555,train,ZS0040666178
1556,train,ZS0040667368
1557,train,ZS0040667368
1559,train,ZS0040702502
1560,train,ZS0040713420
1564,train,ZS0040747141
1565,train,ZS0040749368
1566,train,ZS0040749420
1567,train,ZS0040749420
1568,train,ZS0040776035
1569,train,ZS0040776035
1573,train,ZS0040793865
1577,train,ZS0040836650
1578,train,ZS0040836650
1579,train,ZS0040865580
1580,train,ZS0040868604
1581,train,ZS0040879680
1582,train,ZS0040879680
1583,train,ZS0040886219
1584,train,ZS0040886219
1587,train,ZS0040897144
1589,train,ZS0040902740
1590,train,ZS0040902740
1593,train,ZS0040912171
1597,train,ZS0040921644
1598,train,ZS0040945475
1600,train,ZS0040980146
1601,train,ZS0041006902
1602,train,ZS0041006902
1603,train,ZS0041006902
1604,train,ZS0041006902
1605,train,ZS0041022685
1606,train,ZS0041024685
1607,train,ZS0041024685
1608,train,ZS0041024685
1609,train,ZS0041024685
1611,train,ZS0041053385_1
1612,train,ZS0041055921
1613,train,ZS0041055921
1614,train,ZS0041096380
1615,train,ZS0041096380
1616,train,ZS0041096380
1617,train,ZS0041121740
1618,train,ZS0041121740
1619,train,ZS0041142285
1620,train,ZS0041163281
1621,train,ZS0041163281
1622,train,ZS0041163281
1623,train,ZS0041197088
1628,train,ZS0041240236
1632,train,ZS0041278999
1633,train,ZS0041309461
1634,train,ZS0041309461
1638,train,ZS0041356605
1639,train,ZS0041358731
1640,train,ZS0041358731
1641,train,ZS0041368551
1642,train,ZS0041375825
1646,train,ZS0041400163
1647,train,ZS0041421282
1648,train,ZS0041421282
1649,train,ZS0041457469
1651,train,ZS0041489310
1652,train,ZS0041489310
1653,train,ZS0041489310
1657,train,ZS0041563490
1658,train,ZS0041587459
1659,train,ZS0041587459
1663,train,ZS0041668866
1664,train,ZS0041668866
1665,train,ZS0041668866
1666,train,ZS0041680947
1667,train,ZS0041680947
1669,train,ZS0041695607
1670,train,ZS0041695607
1671,train,ZS0041695607
1672,train,ZS0041707940
1673,train,ZS0041707940
1674,train,ZS0041707940
1675,train,ZS0041707940
1676,train,ZS0041707940
1679,train,ZS0041752156
1680,train,ZS0041805078
1682,train,ZS0041815937
1683,train,ZS0041840047
1684,train,ZS0041847054
1685,train,ZS0041882899
1686,train,ZS0041883932
1689,train,ZS0041897654
1690,train,ZS0041897654
1693,train,ZS0041936336
1694,train,ZS0041939597
1695,train,ZS0041939597
1698,train,ZS0041953729
1699,train,ZS0041991183
1700,train,ZS0041991183
1701,train,ZS0041996588
1702,train,ZS0041996588
1707,train,ZS0042030067
1708,train,ZS0042030067
1711,train,ZS0042043234
1712,train,ZS0042043477
1713,train,ZS0042043477
1714,train,ZS0042043477
1715,train,ZS0042049135
1716,train,ZS0042049135
1717,train,ZS0042054060
1718,train,ZS0042061167
1719,train,ZS0042067857
1720,train,ZS0042067857
1721,train,ZS0042067857
1722,train,ZS0042070473
1723,train,ZS0042108562
1724,train,ZS0042118851
1725,train,ZS0042142292
1726,train,ZS0042153893
1727,train,ZS0042153893
1728,train,ZS0042156513
1729,train,ZS0042183351
1730,train,ZS0042183351
1731,train,ZS0042191335
1732,train,ZS0042191335
1733,train,ZS0042194315
1734,train,ZS0042194315
1736,train,ZS0042261561
1737,train,ZS0042261561
1740,train,ZS0042355493
1741,train,ZS0042355493
1742,train,ZS0042358604
1746,train,ZS0042383262
1747,train,ZS0042384893
1748,train,ZS0042406744
1754,train,ZS0042530741
1755,train,ZS0042530741
1758,train,ZS0042543493
1759,train,ZS0042549113
1760,train,ZS0042571432
1761,train,ZS0042582521
1762,train,ZS0042582521
1770,train,ZS0042619000
1771,train,ZS0042619000
1772,train,ZS0042619000
1773,train,ZS0042619308
1774,train,ZS0042619308
1780,train,ZS0042645999_1
1781,train,ZS0042645999_1
1782,train,ZS0042648688
1783,train,ZS0042648688
1784,train,ZS0042648688
1785,train,ZS0042690641
1786,train,ZS0042705764
1787,train,ZS0042707623
